Adaptive MI,Universal MI,EMI,ATT,mi
1.0,0.8999999782709849,1.0,1.0,0.8509999815574985
1.0,0.8999999714976901,1.0,1.0,0.8509999758086644
1.0,0.8999999797003361,1.0,1.0,0.8509999827706602
1.0,0.8999999755037212,1.0,1.0,0.8509999792087835
1.0,0.8999999717479802,1.0,1.0,0.8509999760210982
1.0,0.8999999753073676,0.6835431420587241,1.0,0.8509999790421283
1.0,0.8999999729141296,1.0,1.0,0.8509999770108676
1.0,0.8999999839670562,1.0,1.0,0.850999986392039
1.0,0.8999999759883898,1.0,1.0,0.850999979620146
1.0,0.8999999757194014,1.0,1.0,0.8509999793918419
1.0,0.8999999677454024,1.0,1.0,0.8509999726239104
1.0,0.8999999737589326,1.0,1.0,0.850999977727894
1.0,0.8999999741810497,1.0,1.0,0.8509999780861659
1.0,0.8999999697012956,1.0,1.0,0.8509999742839747
1.0,0.8999999665950001,1.0,1.0,0.8509999716475065
1.0,0.8999999764133104,1.0,1.0,0.8509999799807972
1.0,0.8999999728862544,1.0,1.0,0.8509999769872085
1.0,0.8999999751880362,1.0,1.0,0.8509999789408458
1.0,0.8999999824242163,1.0,1.0,0.8509999850825536
1.0,0.8999999749586828,1.0,1.0,0.8509999787461822
1.0,0.8999999778971222,1.0,1.0,0.8509999812401825
1.0,0.8999999666847031,1.0,1.0,0.8509999717236418
1.0,0.8999999639265829,0.0,1.0,0.8509999693826873
1.0,0.8999999755776313,1.0,1.0,0.8509999792715146
1.0,0.8999999825645183,1.0,1.0,0.850999985201635
1.0,0.8999999837435473,1.0,1.0,0.8509999862023359
1.0,0.8999999807877518,1.0,1.0,0.8509999836936044
1.0,0.8999999816933361,1.0,1.0,0.8509999844622191
1.0,0.8999999683566212,1.0,1.0,0.8509999731426823
1.0,0.8999999783777154,1.0,1.0,0.850999981648086
1.0,0.899999971874922,1.0,1.0,0.85099997612884
1.0,0.8999999657485346,1.0,1.0,0.8509999709290688
1.0,0.8999999485045094,1.0,1.0,0.8509999562932025
1.0,0.8999999764813726,1.0,1.0,0.850999980038565
